Unnamed: 0,A,B
202,/home/jovyan/word/png_aa/侫.png,/home/jovyan/word/png_geneto/侫.png
203,/home/jovyan/word/png_aa/脣.png,/home/jovyan/word/png_geneto/脣.png
204,/home/jovyan/word/png_aa/曠.png,/home/jovyan/word/png_geneto/曠.png
205,/home/jovyan/word/png_aa/泙.png,/home/jovyan/word/png_geneto/泙.png
206,/home/jovyan/word/png_aa/簋.png,/home/jovyan/word/png_geneto/簋.png
207,/home/jovyan/word/png_aa/贇.png,/home/jovyan/word/png_geneto/贇.png
208,/home/jovyan/word/png_aa/釗.png,/home/jovyan/word/png_geneto/釗.png
209,/home/jovyan/word/png_aa/蟖.png,/home/jovyan/word/png_geneto/蟖.png
210,/home/jovyan/word/png_aa/嫋.png,/home/jovyan/word/png_geneto/嫋.png
211,/home/jovyan/word/png_aa/躪.png,/home/jovyan/word/png_geneto/躪.png
212,/home/jovyan/word/png_aa/譓.png,/home/jovyan/word/png_geneto/譓.png
213,/home/jovyan/word/png_aa/刧.png,/home/jovyan/word/png_geneto/刧.png
214,/home/jovyan/word/png_aa/鵈.png,/home/jovyan/word/png_geneto/鵈.png
215,/home/jovyan/word/png_aa/捴.png,/home/jovyan/word/png_geneto/捴.png
216,/home/jovyan/word/png_aa/釭.png,/home/jovyan/word/png_geneto/釭.png
217,/home/jovyan/word/png_aa/澣.png,/home/jovyan/word/png_geneto/澣.png
218,/home/jovyan/word/png_aa/囎.png,/home/jovyan/word/png_geneto/囎.png
219,/home/jovyan/word/png_aa/瓰.png,/home/jovyan/word/png_geneto/瓰.png
220,/home/jovyan/word/png_aa/蝱.png,/home/jovyan/word/png_geneto/蝱.png
221,/home/jovyan/word/png_aa/癧.png,/home/jovyan/word/png_geneto/癧.png
222,/home/jovyan/word/png_aa/繆.png,/home/jovyan/word/png_geneto/繆.png
223,/home/jovyan/word/png_aa/耿.png,/home/jovyan/word/png_geneto/耿.png
224,/home/jovyan/word/png_aa/霾.png,/home/jovyan/word/png_geneto/霾.png
225,/home/jovyan/word/png_aa/蓖.png,/home/jovyan/word/png_geneto/蓖.png
226,/home/jovyan/word/png_aa/亂.png,/home/jovyan/word/png_geneto/亂.png
227,/home/jovyan/word/png_aa/橆.png,/home/jovyan/word/png_geneto/橆.png
228,/home/jovyan/word/png_aa/气.png,/home/jovyan/word/png_geneto/气.png
229,/home/jovyan/word/png_aa/說.png,/home/jovyan/word/png_geneto/說.png
230,/home/jovyan/word/png_aa/獷.png,/home/jovyan/word/png_geneto/獷.png
231,/home/jovyan/word/png_aa/玳.png,/home/jovyan/word/png_geneto/玳.png
232,/home/jovyan/word/png_aa/泔.png,/home/jovyan/word/png_geneto/泔.png
233,/home/jovyan/word/png_aa/饌.png,/home/jovyan/word/png_geneto/饌.png
234,/home/jovyan/word/png_aa/橐.png,/home/jovyan/word/png_geneto/橐.png
235,/home/jovyan/word/png_aa/眶.png,/home/jovyan/word/png_geneto/眶.png
236,/home/jovyan/word/png_aa/栰.png,/home/jovyan/word/png_geneto/栰.png
237,/home/jovyan/word/png_aa/旰.png,/home/jovyan/word/png_geneto/旰.png
238,/home/jovyan/word/png_aa/龍.png,/home/jovyan/word/png_geneto/龍.png
239,/home/jovyan/word/png_aa/揵.png,/home/jovyan/word/png_geneto/揵.png
240,/home/jovyan/word/png_aa/裹.png,/home/jovyan/word/png_geneto/裹.png
241,/home/jovyan/word/png_aa/女.png,/home/jovyan/word/png_geneto/女.png
242,/home/jovyan/word/png_aa/攷.png,/home/jovyan/word/png_geneto/攷.png
243,/home/jovyan/word/png_aa/勠.png,/home/jovyan/word/png_geneto/勠.png
244,/home/jovyan/word/png_aa/嵭.png,/home/jovyan/word/png_geneto/嵭.png
245,/home/jovyan/word/png_aa/譽.png,/home/jovyan/word/png_geneto/譽.png
246,/home/jovyan/word/png_aa/睲.png,/home/jovyan/word/png_geneto/睲.png
247,/home/jovyan/word/png_aa/伃.png,/home/jovyan/word/png_geneto/伃.png
248,/home/jovyan/word/png_aa/逵.png,/home/jovyan/word/png_geneto/逵.png
249,/home/jovyan/word/png_aa/耳.png,/home/jovyan/word/png_geneto/耳.png
250,/home/jovyan/word/png_aa/㟢.png,/home/jovyan/word/png_geneto/㟢.png
251,/home/jovyan/word/png_aa/艪.png,/home/jovyan/word/png_geneto/艪.png
252,/home/jovyan/word/png_aa/圯.png,/home/jovyan/word/png_geneto/圯.png
253,/home/jovyan/word/png_aa/疣.png,/home/jovyan/word/png_geneto/疣.png
254,/home/jovyan/word/png_aa/玃.png,/home/jovyan/word/png_geneto/玃.png
255,/home/jovyan/word/png_aa/勗.png,/home/jovyan/word/png_geneto/勗.png
256,/home/jovyan/word/png_aa/虬.png,/home/jovyan/word/png_geneto/虬.png
257,/home/jovyan/word/png_aa/幘.png,/home/jovyan/word/png_geneto/幘.png
258,/home/jovyan/word/png_aa/生.png,/home/jovyan/word/png_geneto/生.png
259,/home/jovyan/word/png_aa/琄.png,/home/jovyan/word/png_geneto/琄.png
260,/home/jovyan/word/png_aa/硺.png,/home/jovyan/word/png_geneto/硺.png
261,/home/jovyan/word/png_aa/覬.png,/home/jovyan/word/png_geneto/覬.png
262,/home/jovyan/word/png_aa/黴.png,/home/jovyan/word/png_geneto/黴.png
263,/home/jovyan/word/png_aa/仡.png,/home/jovyan/word/png_geneto/仡.png
264,/home/jovyan/word/png_aa/峵.png,/home/jovyan/word/png_geneto/峵.png
265,/home/jovyan/word/png_aa/惻.png,/home/jovyan/word/png_geneto/惻.png
266,/home/jovyan/word/png_aa/白.png,/home/jovyan/word/png_geneto/白.png
267,/home/jovyan/word/png_aa/噬.png,/home/jovyan/word/png_geneto/噬.png
268,/home/jovyan/word/png_aa/莪.png,/home/jovyan/word/png_geneto/莪.png
269,/home/jovyan/word/png_aa/萸.png,/home/jovyan/word/png_geneto/萸.png
270,/home/jovyan/word/png_aa/蓰.png,/home/jovyan/word/png_geneto/蓰.png
271,/home/jovyan/word/png_aa/㊆.png,/home/jovyan/word/png_geneto/㊆.png
272,/home/jovyan/word/png_aa/肓.png,/home/jovyan/word/png_geneto/肓.png
273,/home/jovyan/word/png_aa/炳.png,/home/jovyan/word/png_geneto/炳.png
274,/home/jovyan/word/png_aa/竸.png,/home/jovyan/word/png_geneto/竸.png
275,/home/jovyan/word/png_aa/血.png,/home/jovyan/word/png_geneto/血.png
276,/home/jovyan/word/png_aa/氳.png,/home/jovyan/word/png_geneto/氳.png
277,/home/jovyan/word/png_aa/覦.png,/home/jovyan/word/png_geneto/覦.png
278,/home/jovyan/word/png_aa/耄.png,/home/jovyan/word/png_geneto/耄.png
279,/home/jovyan/word/png_aa/鎹.png,/home/jovyan/word/png_geneto/鎹.png
280,/home/jovyan/word/png_aa/韭.png,/home/jovyan/word/png_geneto/韭.png
281,/home/jovyan/word/png_aa/仞.png,/home/jovyan/word/png_geneto/仞.png
282,/home/jovyan/word/png_aa/犭.png,/home/jovyan/word/png_geneto/犭.png
283,/home/jovyan/word/png_aa/戶.png,/home/jovyan/word/png_geneto/戶.png
284,/home/jovyan/word/png_aa/㊪.png,/home/jovyan/word/png_geneto/㊪.png
285,/home/jovyan/word/png_aa/玅.png,/home/jovyan/word/png_geneto/玅.png
286,/home/jovyan/word/png_aa/氵.png,/home/jovyan/word/png_geneto/氵.png
287,/home/jovyan/word/png_aa/灤.png,/home/jovyan/word/png_geneto/灤.png
288,/home/jovyan/word/png_aa/噯.png,/home/jovyan/word/png_geneto/噯.png
289,/home/jovyan/word/png_aa/舍.png,/home/jovyan/word/png_geneto/舍.png
290,/home/jovyan/word/png_aa/阝.png,/home/jovyan/word/png_geneto/阝.png
291,/home/jovyan/word/png_aa/擻.png,/home/jovyan/word/png_geneto/擻.png
292,/home/jovyan/word/png_aa/慂.png,/home/jovyan/word/png_geneto/慂.png
293,/home/jovyan/word/png_aa/筺.png,/home/jovyan/word/png_geneto/筺.png
294,/home/jovyan/word/png_aa/裛.png,/home/jovyan/word/png_geneto/裛.png
295,/home/jovyan/word/png_aa/蛔.png,/home/jovyan/word/png_geneto/蛔.png
296,/home/jovyan/word/png_aa/姬.png,/home/jovyan/word/png_geneto/姬.png
297,/home/jovyan/word/png_aa/砵.png,/home/jovyan/word/png_geneto/砵.png
298,/home/jovyan/word/png_aa/飥.png,/home/jovyan/word/png_geneto/飥.png
299,/home/jovyan/word/png_aa/嵆.png,/home/jovyan/word/png_geneto/嵆.png
300,/home/jovyan/word/png_aa/燋.png,/home/jovyan/word/png_geneto/燋.png
301,/home/jovyan/word/png_aa/吝.png,/home/jovyan/word/png_geneto/吝.png
302,/home/jovyan/word/png_aa/砮.png,/home/jovyan/word/png_geneto/砮.png
303,/home/jovyan/word/png_aa/徯.png,/home/jovyan/word/png_geneto/徯.png
304,/home/jovyan/word/png_aa/鉀.png,/home/jovyan/word/png_geneto/鉀.png
305,/home/jovyan/word/png_aa/敇.png,/home/jovyan/word/png_geneto/敇.png
306,/home/jovyan/word/png_aa/蠜.png,/home/jovyan/word/png_geneto/蠜.png
307,/home/jovyan/word/png_aa/邉.png,/home/jovyan/word/png_geneto/邉.png
308,/home/jovyan/word/png_aa/蹰.png,/home/jovyan/word/png_geneto/蹰.png
309,/home/jovyan/word/png_aa/孳.png,/home/jovyan/word/png_geneto/孳.png
310,/home/jovyan/word/png_aa/驒.png,/home/jovyan/word/png_geneto/驒.png
311,/home/jovyan/word/png_aa/覽.png,/home/jovyan/word/png_geneto/覽.png
312,/home/jovyan/word/png_aa/鴒.png,/home/jovyan/word/png_geneto/鴒.png
313,/home/jovyan/word/png_aa/垈.png,/home/jovyan/word/png_geneto/垈.png
314,/home/jovyan/word/png_aa/蠑.png,/home/jovyan/word/png_geneto/蠑.png
315,/home/jovyan/word/png_aa/瞎.png,/home/jovyan/word/png_geneto/瞎.png
316,/home/jovyan/word/png_aa/龠.png,/home/jovyan/word/png_geneto/龠.png
317,/home/jovyan/word/png_aa/甁.png,/home/jovyan/word/png_geneto/甁.png
318,/home/jovyan/word/png_aa/愍.png,/home/jovyan/word/png_geneto/愍.png
319,/home/jovyan/word/png_aa/拜.png,/home/jovyan/word/png_geneto/拜.png
320,/home/jovyan/word/png_aa/刔.png,/home/jovyan/word/png_geneto/刔.png
321,/home/jovyan/word/png_aa/愔.png,/home/jovyan/word/png_geneto/愔.png
322,/home/jovyan/word/png_aa/騈.png,/home/jovyan/word/png_geneto/騈.png
323,/home/jovyan/word/png_aa/耼.png,/home/jovyan/word/png_geneto/耼.png
324,/home/jovyan/word/png_aa/齒.png,/home/jovyan/word/png_geneto/齒.png
325,/home/jovyan/word/png_aa/劵.png,/home/jovyan/word/png_geneto/劵.png
326,/home/jovyan/word/png_aa/筠.png,/home/jovyan/word/png_geneto/筠.png
327,/home/jovyan/word/png_aa/瓠.png,/home/jovyan/word/png_geneto/瓠.png
328,/home/jovyan/word/png_aa/虣.png,/home/jovyan/word/png_geneto/虣.png
329,/home/jovyan/word/png_aa/靳.png,/home/jovyan/word/png_geneto/靳.png
330,/home/jovyan/word/png_aa/膸.png,/home/jovyan/word/png_geneto/膸.png
331,/home/jovyan/word/png_aa/蚪.png,/home/jovyan/word/png_geneto/蚪.png
332,/home/jovyan/word/png_aa/皀.png,/home/jovyan/word/png_geneto/皀.png
333,/home/jovyan/word/png_aa/瀹.png,/home/jovyan/word/png_geneto/瀹.png
334,/home/jovyan/word/png_aa/攀.png,/home/jovyan/word/png_geneto/攀.png
335,/home/jovyan/word/png_aa/眄.png,/home/jovyan/word/png_geneto/眄.png
336,/home/jovyan/word/png_aa/潁.png,/home/jovyan/word/png_geneto/潁.png
337,/home/jovyan/word/png_aa/悞.png,/home/jovyan/word/png_geneto/悞.png
338,/home/jovyan/word/png_aa/儕.png,/home/jovyan/word/png_geneto/儕.png
339,/home/jovyan/word/png_aa/餳.png,/home/jovyan/word/png_geneto/餳.png
340,/home/jovyan/word/png_aa/澚.png,/home/jovyan/word/png_geneto/澚.png
341,/home/jovyan/word/png_aa/皴.png,/home/jovyan/word/png_geneto/皴.png
342,/home/jovyan/word/png_aa/俿.png,/home/jovyan/word/png_geneto/俿.png
343,/home/jovyan/word/png_aa/牜.png,/home/jovyan/word/png_geneto/牜.png
344,/home/jovyan/word/png_aa/舴.png,/home/jovyan/word/png_geneto/舴.png
345,/home/jovyan/word/png_aa/榀.png,/home/jovyan/word/png_geneto/榀.png
346,/home/jovyan/word/png_aa/癥.png,/home/jovyan/word/png_geneto/癥.png
347,/home/jovyan/word/png_aa/頾.png,/home/jovyan/word/png_geneto/頾.png
348,/home/jovyan/word/png_aa/騏.png,/home/jovyan/word/png_geneto/騏.png
349,/home/jovyan/word/png_aa/曆.png,/home/jovyan/word/png_geneto/曆.png
350,/home/jovyan/word/png_aa/犲.png,/home/jovyan/word/png_geneto/犲.png
351,/home/jovyan/word/png_aa/棰.png,/home/jovyan/word/png_geneto/棰.png
352,/home/jovyan/word/png_aa/樊.png,/home/jovyan/word/png_geneto/樊.png
353,/home/jovyan/word/png_aa/瞽.png,/home/jovyan/word/png_geneto/瞽.png
354,/home/jovyan/word/png_aa/汜.png,/home/jovyan/word/png_geneto/汜.png
355,/home/jovyan/word/png_aa/苙.png,/home/jovyan/word/png_geneto/苙.png
356,/home/jovyan/word/png_aa/潯.png,/home/jovyan/word/png_geneto/潯.png
357,/home/jovyan/word/png_aa/粫.png,/home/jovyan/word/png_geneto/粫.png
358,/home/jovyan/word/png_aa/䯨.png,/home/jovyan/word/png_geneto/䯨.png
359,/home/jovyan/word/png_aa/桴.png,/home/jovyan/word/png_geneto/桴.png
360,/home/jovyan/word/png_aa/羽.png,/home/jovyan/word/png_geneto/羽.png
361,/home/jovyan/word/png_aa/鰰.png,/home/jovyan/word/png_geneto/鰰.png
362,/home/jovyan/word/png_aa/暃.png,/home/jovyan/word/png_geneto/暃.png
363,/home/jovyan/word/png_aa/鰪.png,/home/jovyan/word/png_geneto/鰪.png
364,/home/jovyan/word/png_aa/魲.png,/home/jovyan/word/png_geneto/魲.png
365,/home/jovyan/word/png_aa/癶.png,/home/jovyan/word/png_geneto/癶.png
366,/home/jovyan/word/png_aa/戳.png,/home/jovyan/word/png_geneto/戳.png
367,/home/jovyan/word/png_aa/搴.png,/home/jovyan/word/png_geneto/搴.png
368,/home/jovyan/word/png_aa/菲.png,/home/jovyan/word/png_geneto/菲.png
369,/home/jovyan/word/png_aa/穌.png,/home/jovyan/word/png_geneto/穌.png
370,/home/jovyan/word/png_aa/辵.png,/home/jovyan/word/png_geneto/辵.png
371,/home/jovyan/word/png_aa/庪.png,/home/jovyan/word/png_geneto/庪.png
372,/home/jovyan/word/png_aa/伕.png,/home/jovyan/word/png_geneto/伕.png
373,/home/jovyan/word/png_aa/幄.png,/home/jovyan/word/png_geneto/幄.png
374,/home/jovyan/word/png_aa/籏.png,/home/jovyan/word/png_geneto/籏.png
375,/home/jovyan/word/png_aa/舊.png,/home/jovyan/word/png_geneto/舊.png
376,/home/jovyan/word/png_aa/癨.png,/home/jovyan/word/png_geneto/癨.png
377,/home/jovyan/word/png_aa/璣.png,/home/jovyan/word/png_geneto/璣.png
378,/home/jovyan/word/png_aa/僦.png,/home/jovyan/word/png_geneto/僦.png
379,/home/jovyan/word/png_aa/鮱.png,/home/jovyan/word/png_geneto/鮱.png
380,/home/jovyan/word/png_aa/鬪.png,/home/jovyan/word/png_geneto/鬪.png
381,/home/jovyan/word/png_aa/犹.png,/home/jovyan/word/png_geneto/犹.png
382,/home/jovyan/word/png_aa/漲.png,/home/jovyan/word/png_geneto/漲.png
383,/home/jovyan/word/png_aa/錧.png,/home/jovyan/word/png_geneto/錧.png
384,/home/jovyan/word/png_aa/襾.png,/home/jovyan/word/png_geneto/襾.png
385,/home/jovyan/word/png_aa/竇.png,/home/jovyan/word/png_geneto/竇.png
386,/home/jovyan/word/png_aa/衟.png,/home/jovyan/word/png_geneto/衟.png
387,/home/jovyan/word/png_aa/纘.png,/home/jovyan/word/png_geneto/纘.png
388,/home/jovyan/word/png_aa/秧.png,/home/jovyan/word/png_geneto/秧.png
389,/home/jovyan/word/png_aa/閩.png,/home/jovyan/word/png_geneto/閩.png
390,/home/jovyan/word/png_aa/軣.png,/home/jovyan/word/png_geneto/軣.png
391,/home/jovyan/word/png_aa/齷.png,/home/jovyan/word/png_geneto/齷.png
392,/home/jovyan/word/png_aa/薈.png,/home/jovyan/word/png_geneto/薈.png
393,/home/jovyan/word/png_aa/廈.png,/home/jovyan/word/png_geneto/廈.png
394,/home/jovyan/word/png_aa/堽.png,/home/jovyan/word/png_geneto/堽.png
395,/home/jovyan/word/png_aa/饑.png,/home/jovyan/word/png_geneto/饑.png
396,/home/jovyan/word/png_aa/鸕.png,/home/jovyan/word/png_geneto/鸕.png
397,/home/jovyan/word/png_aa/羇.png,/home/jovyan/word/png_geneto/羇.png
398,/home/jovyan/word/png_aa/杲.png,/home/jovyan/word/png_geneto/杲.png
399,/home/jovyan/word/png_aa/揷.png,/home/jovyan/word/png_geneto/揷.png
400,/home/jovyan/word/png_aa/葊.png,/home/jovyan/word/png_geneto/葊.png
401,/home/jovyan/word/png_aa/舁.png,/home/jovyan/word/png_geneto/舁.png
402,/home/jovyan/word/png_aa/瀇.png,/home/jovyan/word/png_geneto/瀇.png
403,/home/jovyan/word/png_aa/驖.png,/home/jovyan/word/png_geneto/驖.png
404,/home/jovyan/word/png_aa/營.png,/home/jovyan/word/png_geneto/營.png
405,/home/jovyan/word/png_aa/赱.png,/home/jovyan/word/png_geneto/赱.png
406,/home/jovyan/word/png_aa/禧.png,/home/jovyan/word/png_geneto/禧.png
407,/home/jovyan/word/png_aa/鄰.png,/home/jovyan/word/png_geneto/鄰.png
408,/home/jovyan/word/png_aa/渹.png,/home/jovyan/word/png_geneto/渹.png
409,/home/jovyan/word/png_aa/面.png,/home/jovyan/word/png_geneto/面.png
410,/home/jovyan/word/png_aa/餝.png,/home/jovyan/word/png_geneto/餝.png
411,/home/jovyan/word/png_aa/跬.png,/home/jovyan/word/png_geneto/跬.png
412,/home/jovyan/word/png_aa/艆.png,/home/jovyan/word/png_geneto/艆.png
413,/home/jovyan/word/png_aa/丗.png,/home/jovyan/word/png_geneto/丗.png
414,/home/jovyan/word/png_aa/偬.png,/home/jovyan/word/png_geneto/偬.png
415,/home/jovyan/word/png_aa/傔.png,/home/jovyan/word/png_geneto/傔.png
416,/home/jovyan/word/png_aa/瀉.png,/home/jovyan/word/png_geneto/瀉.png
417,/home/jovyan/word/png_aa/巳.png,/home/jovyan/word/png_geneto/巳.png
418,/home/jovyan/word/png_aa/蕫.png,/home/jovyan/word/png_geneto/蕫.png
419,/home/jovyan/word/png_aa/鸙.png,/home/jovyan/word/png_geneto/鸙.png
420,/home/jovyan/word/png_aa/巛.png,/home/jovyan/word/png_geneto/巛.png
421,/home/jovyan/word/png_aa/穅.png,/home/jovyan/word/png_geneto/穅.png
